,海报图片,电影名称,信息,评分,评价人数,短评
92,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,杀人回忆,导演: 奉俊昊 Joon-ho Bong 主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun... 2003 / 韩国 / 剧情 动作 犯罪 悬疑 惊悚,8.9,753582人评价,关于连环杀人悬案的集体回忆。
93,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,哈利·波特与密室,导演: Chris Columbus 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛... 2002 / 英国 美国 / 奇幻 冒险,8.9,802019人评价,魔法的密室之门已打开...
94,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,红辣椒,导演: 今敏 Satoshi Kon 主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru... 2006 / 日本 / 动画 悬疑 科幻 惊悚,9.1,495855人评价,梦的勾结。
95,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,加勒比海盗,导演: 戈尔·维宾斯基 Gore Verbinski 主演: 约翰尼·德普 Johnny Depp / ... 2003 / 美国 / 动作 冒险 奇幻,8.8,894597人评价,约翰尼·德普的独角戏。
96,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,七宗罪,导演: 大卫·芬奇 David Fincher 主演: 摩根·弗里曼 Morgan Freeman / 布... 1995 / 美国 / 剧情 犯罪 悬疑 惊悚,8.8,975115人评价,警察抓小偷，老鼠玩死猫。
97,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,一一,导演: 杨德昌 Edward Yang 主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai... 2000 / 中国台湾 日本 / 剧情 爱情 家庭,9.1,423223人评价,我们都曾经是一一。
98,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,狩猎,导演: 托马斯·温特伯格 Thomas Vinterberg 主演: 麦斯·米科尔森 Mads Mik... 2012 / 丹麦 瑞典 / 剧情,9.1,414322人评价,人言可畏。
99,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,唐伯虎点秋香,导演: 李力持 Lik-Chi Lee 主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈... 1993 / 中国香港 / 喜剧 爱情 古装,8.7,1125873人评价,华太师是黄霑，吴镇宇四大才子之一。
100,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,7号房的礼物,导演: 李焕庆 Hwan-kyeong Lee 主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi... 2013 / 韩国 / 剧情 喜剧 家庭,8.9,578629人评价,《我是山姆》的《美丽人生》。
101,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,被嫌弃的松子的一生,导演: 中岛哲也 Tetsuya Nakashima 主演: 中谷美纪 Miki Nakatani / 瑛太 E... 2006 / 日本 / 剧情 歌舞,8.9,727133人评价,以戏谑来戏谑戏谑。
102,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,蝙蝠侠：黑暗骑士崛起,导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 克里斯蒂安·贝尔 Christ... 2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚,8.9,752600人评价,诺兰就是保证。
103,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,甜蜜蜜,导演: 陈可辛 Peter Chan 主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ... 1996 / 中国香港 / 剧情 爱情,8.9,593708人评价,相逢只要一瞬间，等待却像是一辈子。
104,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,爱在黎明破晓前,导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ... 1995 / 美国 奥地利 瑞士 / 剧情 爱情,8.8,717879人评价,缘分是个连绵词，最美不过一瞬。
105,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,请以你的名字呼唤我,导演: 卢卡·瓜达尼诺 Luca Guadagnino 主演: 艾米·汉莫 Armie Hammer / ... 2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性,8.8,755232人评价,沉醉在电影的情感和视听氛围中无法自拔。
106,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,断背山,导演: 李安 Ang Lee 主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake... 2005 / 美国 加拿大 / 剧情 爱情 同性 家庭,8.8,729775人评价,每个人心中都有一座断背山。
107,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,第六感,导演: M·奈特·沙马兰 M. Night Shyamalan 主演: 布鲁斯·威利斯 Bruce Wi... 1999 / 美国 / 剧情 悬疑 惊悚,8.9,580054人评价,深入内心的恐怖，出人意料的结局。
108,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg,入殓师,导演: 泷田洋二郎 Yôjirô Takita 主演: 本木雅弘 Masahiro Motoki / ... 2008 / 日本 / 剧情,8.9,694039人评价,死可能是一道门，逝去并不是终结，而是超越，走向下一程。
109,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,剪刀手爱德华,导演: 蒂姆·波顿 Tim Burton 主演: 约翰尼·德普 Johnny Depp / 薇诺娜·... 1990 / 美国 / 剧情 奇幻 爱情,8.7,1064970人评价,浪漫忧郁的成人童话。
110,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,重庆森林,导演: 王家卫 Kar Wai Wong 主演: 林青霞 Brigitte Lin / 金城武 Takeshi K... 1994 / 中国香港 / 剧情 爱情,8.8,846865人评价,寂寞没有期限。
111,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,超能陆战队,导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams 主演: 斯科特... 2014 / 美国 / 喜剧 动作 科幻 动画 冒险,8.7,1058092人评价,Balalala~~~
112,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,勇敢的心,导演: 梅尔·吉布森 Mel Gibson 主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛... 1995 / 美国 / 动作 传记 剧情 历史 战争,8.9,573182人评价,史诗大片的典范。
113,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,幽灵公主,导演: 宫崎骏 Hayao Miyazaki 主演: 松田洋治 Yôji Matsuda / 石田百合... 1997 / 日本 / 动画 奇幻 冒险,8.9,546230人评价,人与自然的战争史诗。
114,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,爱在日落黄昏时,导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ... 2004 / 美国 法国 / 剧情 爱情,8.9,589447人评价,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
115,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,寄生虫,导演: 奉俊昊 Joon-ho Bong 主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun... 2019 / 韩国 / 剧情,8.8,1428833人评价,
116,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,菊次郎的夏天,导演: 北野武 Takeshi Kitano 主演: 北野武 Takeshi Kitano / 关口雄介 Yus... 1999 / 日本 / 剧情 喜剧,8.9,620049人评价,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
117,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,借东西的小人阿莉埃蒂,导演: 米林宏昌 Hiromasa Yonebayashi 主演: 志田未来 Mirai Shida / 神木... 2010 / 日本 / 动画 奇幻 冒险,8.9,577946人评价,曾经的那段美好会沉淀为一辈子的记忆。
118,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,消失的爱人,导演: 大卫·芬奇 David Fincher 主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙... 2014 / 美国 / 剧情 犯罪 悬疑 惊悚,8.7,995675人评价,年度最佳date movie。
119,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,无人知晓,导演: 是枝裕和 Hirokazu Koreeda 主演: 柳乐优弥 Yûya Yagira / 北浦爱... 2004 / 日本 / 剧情,9.1,337362人评价,我的平常生活就是他人的幸福。
120,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,阳光灿烂的日子,导演: 姜文 Wen Jiang 主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao 1994 / 中国大陆 中国香港 / 剧情 爱情,8.8,637167人评价,一场华丽的意淫。
121,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,完美的世界,导演: 克林特·伊斯特伍德 Clint Eastwood 主演: 凯文·科斯特纳 Kevin Cos... 1993 / 美国 / 剧情 犯罪,9.1,329423人评价,坏人的好总是比好人的好来得更感人。
122,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,倩女幽魂,导演: 程小东 Siu-Tung Ching 主演: 张国荣 Leslie Cheung / 王祖贤 Joey W... 1987 / 中国香港 / 爱情 奇幻 武侠 古装,8.8,764805人评价,两张绝世的脸。
123,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,时空恋旅人,导演: 理查德·柯蒂斯 Richard Curtis 主演: 多姆纳尔·格里森 Domhnall Gl... 2013 / 英国 / 喜剧 爱情 奇幻,8.8,710686人评价,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
124,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,天使爱美丽,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet 主演: 奥黛丽·塔图 Audrey Tau... 2001 / 法国 德国 / 剧情 喜剧 爱情,8.7,975276人评价,法式小清新。
125,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,小森林 夏秋篇,导演: 森淳一 Junichi Mori 主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir... 2014 / 日本 / 剧情,9.0,440043人评价,那些静得只能听见呼吸的日子里，你明白孤独即生活。
126,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,未麻的部屋,导演: 今敏 Satoshi Kon 主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu... 1997 / 日本 / 动画 奇幻 惊悚,9.1,362237人评价,好的剧本是，就算你猜到了结局也猜不到全部。
127,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,哈利·波特与火焰杯,导演: 迈克·内威尔 Mike Newell 主演: 丹尼尔·雷德克里夫 Daniel Radclif... 2005 / 英国 美国 / 悬疑 奇幻 冒险,8.8,700013人评价,
128,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,侧耳倾听,导演: 近藤喜文 Yoshifumi Kondo 主演: 本名阳子 Youko Honna / 小林桂树 K... 1995 / 日本 / 剧情 爱情 动画,8.9,482558人评价,少女情怀总是诗。
129,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,驯龙高手,导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders 主演:... 2010 / 美国 / 动画 奇幻 冒险,8.8,787194人评价,和谐的生活离不开摸头与被摸头。
130,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,幸福终点站,导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 汤姆·汉克斯 Tom Hanks... 2004 / 美国 / 喜剧 剧情 爱情,8.8,594863人评价,有时候幸福需要等一等。
131,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,一个叫欧维的男人决定去死,导演: 汉内斯·赫尔姆 Hannes Holm 主演: 罗夫·拉斯加德 Rolf Lassgård... 2015 / 瑞典 / 剧情,8.9,509683人评价,惠及一生的美丽。
132,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,怪兽电力公司,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman 主演: 约... 2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险,8.8,705307人评价,不要给它起名字，起了名字就有感情了。
133,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,教父3,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola 主演: 阿尔·帕西诺 A... 1990 / 美国 / 剧情 犯罪,9.0,392272人评价,任何信念的力量，都无法改变命运。
134,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2618201652.jpg,小森林 冬春篇,导演: 森淳一 Junichi Mori 主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir... 2015 / 日本 / 剧情,9.0,392457人评价,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
135,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,新世界,导演: 朴勋政 Hoon-jung Park 主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik... 2013 / 韩国 / 剧情 犯罪,8.9,467695人评价,要做就做得狠一点，这样才能活下去。
136,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,玩具总动员3,导演: 李·昂克里奇 Lee Unkrich 主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾... 2010 / 美国 / 喜剧 动画 奇幻 冒险,8.9,542511人评价,跨度十五年的欢乐与泪水。
137,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,傲慢与偏见,导演: 乔·怀特 Joe Wright 主演: 凯拉·奈特莉 Keira Knightley / 马修·... 2005 / 法国 英国 美国 / 剧情 爱情,8.7,838323人评价,爱是摈弃傲慢与偏见之后的曙光。
138,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,茶馆,导演: 谢添 Tian Xie 主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T... 1982(中国大陆) / 中国大陆 / 剧情 历史,9.6,164879人评价,
139,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,萤火之森,导演: 大森贵弘 Takahiro Omori 主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K... 2011 / 日本 / 剧情 爱情 动画 奇幻,8.9,562676人评价,触不到的恋人。
140,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,被解救的姜戈,导演: 昆汀·塔伦蒂诺 Quentin Tarantino 主演: 杰米·福克斯 Jamie Foxx /... 2012 / 美国 / 剧情 动作 西部 冒险,8.8,634479人评价,热血沸腾，那个低俗、性感的无耻混蛋又来了。
141,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,釜山行,导演: 延尚昊 Sang-ho Yeon 主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马... 2016 / 韩国 / 动作 惊悚 灾难,8.6,1247938人评价,揭露人性的丧尸题材力作。
142,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,神偷奶爸,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud 主演: ... 2010 / 美国 法国 / 喜剧 动画 冒险,8.7,978417人评价,Mr. I Don't Care其实也有Care的时候。
143,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,色，戒,导演: 李安 Ang Lee 主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ... 2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色,8.7,859902人评价,假戏真情，爱欲深海
144,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,告白,导演: 中岛哲也 Tetsuya Nakashima 主演: 松隆子 Takako Matsu / 冈田将生 ... 2010 / 日本 / 剧情 悬疑,8.8,693341人评价,没有一人完全善，也没有一人完全恶。
145,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,哪吒闹海,导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan 主演: 梁正晖 Zhenghui ... 1979 / 中国大陆 / 冒险 动画 奇幻,9.2,271533人评价,想你时你在闹海。
146,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,九品芝麻官,导演: 王晶 Jing Wong 主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ... 1994 / 中国香港 中国大陆 / 剧情 喜剧 古装,8.7,717123人评价,
147,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,玛丽和马克思,导演: 亚当·艾略特 Adam Elliot 主演: 托妮·科莱特 Toni Collette / 菲利... 2009 / 澳大利亚 美国 / 剧情 喜剧 动画,9.0,431852人评价,你是我最好的朋友，你是我唯一的朋友 。
148,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,喜宴,导演: 李安 Ang Lee 主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎... 1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭,9.0,383857人评价,中国家庭的喜怒哀乐忍。
149,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,大鱼,导演: 蒂姆·波顿 Tim Burton 主演: 伊万·麦克格雷格 Ewan McGregor / 阿... 2003 / 美国 / 剧情 家庭 奇幻 冒险,8.8,587762人评价,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
150,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,模仿游戏,导演: 莫滕·泰杜姆 Morten Tyldum 主演: 本尼迪克特·康伯巴奇 Benedict C... 2014 / 英国 美国 / 剧情 传记 战争 同性,8.8,672646人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
151,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,头号玩家,导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 泰伊·谢里丹 Tye Sheri... 2018 / 美国 / 动作 科幻 冒险,8.6,1414924人评价,写给影迷，动漫迷和游戏迷的一封情书。
152,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,花样年华,导演: 王家卫 Kar Wai Wong 主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma... 2000 / 中国香港 / 剧情 爱情,8.8,641751人评价,偷情本没有这样美。
153,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2231021196.jpg,头脑特工队,导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen &nb... 2015 / 美国 / 喜剧 动画 冒险,8.8,648578人评价,愿我们都不用长大，每一座城堡都能永远存在。
154,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg,射雕英雄传之东成西就,导演: 刘镇伟 Jeffrey Lau 主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri... 1993 / 中国香港 / 喜剧 奇幻 武侠 古装,8.7,664509人评价,百看不厌。
155,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,我是山姆,导演: 杰茜·尼尔森 Jessie Nelson 主演: Sean Penn / Dakota Fanning / Mi... 2001 / 美国 / 剧情 家庭,9.0,350697人评价,爱并不需要智商 。
156,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,七武士,导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 志村乔 ... 1954 / 日本 / 动作 冒险 剧情,9.3,207588人评价,时代悲歌。
157,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,血战钢锯岭,导演: 梅尔·吉布森 Mel Gibson 主演: 安德鲁·加菲尔德 Andrew Garfield /... 2016 / 澳大利亚 美国 / 剧情 传记 历史 战争,8.7,807036人评价,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
158,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,阳光姐妹淘,导演: 姜炯哲 Hyeong-Cheol Kang 主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy... 2011 / 韩国 / 剧情 喜剧,8.8,604932人评价,再多各自牛逼的时光，也比不上一起傻逼的岁月。
159,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,惊魂记,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock 主演: 安东尼·博金斯 Antho... 1960 / 美国 / 悬疑 惊悚 恐怖,9.0,313937人评价,故事的反转与反转，分裂电影的始祖。
160,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,恐怖直播,导演: 金秉祐 Byeong-woo Kim 主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y... 2013 / 韩国 / 剧情 犯罪 悬疑,8.7,677766人评价,恐怖分子的“秋菊打官司”。
161,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,黑客帝国3：矩阵革命,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ... 2003 / 美国 / 动作 科幻,8.8,462977人评价,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
162,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,你的名字。,导演: 新海诚 Makoto Shinkai 主演: 神木隆之介 Ryûnosuke Kamiki / 上... 2016 / 日本 / 剧情 爱情 动画,8.5,1461247人评价,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
163,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502943384.jpg,三块广告牌,导演: 马丁·麦克唐纳 Martin McDonagh 主演: 弗兰西斯·麦克多蒙德 France... 2017 / 英国 美国 / 剧情 犯罪,8.7,853111人评价,怼天怼地，你走后，她与世界为敌。
164,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,电锯惊魂,导演: 詹姆斯·温 James Wan 主演: 雷·沃纳尔 Leigh Whannell / 加利·艾... 2004 / 美国 / 悬疑 惊悚 恐怖,8.7,559436人评价,真相就在眼前。
165,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,达拉斯买家俱乐部,导演: 让-马克·瓦雷 Jean-Marc Vallée 主演: 马修·麦康纳 Matthew McCon... 2013 / 美国 / 剧情 传记 同性,8.8,470347人评价,Jared Leto的腿比女人还美！
166,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,心迷宫,导演: 忻钰坤 Yukun Xin 主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ... 2014 / 中国大陆 / 剧情 犯罪 悬疑,8.8,551903人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
167,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,疯狂原始人,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders 主演... 2013 / 美国 / 喜剧 动画 冒险,8.7,866242人评价,老少皆宜，这就是好莱坞动画的魅力。
168,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,谍影重重3,导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ... 2007 / 美国 德国 法国 英国 / 动作 悬疑 惊悚,8.8,434457人评价,像吃了苏打饼一样干脆的电影。
169,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,小丑,导演: 托德·菲利普斯 Todd Phillips 主演: 杰昆·菲尼克斯 Joaquin Phoeni... 2019 / 美国 加拿大 / 剧情 犯罪 惊悚,8.7,1046975人评价,
170,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,英雄本色,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国... 1986 / 中国香港 / 剧情 动作 犯罪,8.6,562492人评价,英雄泪短，兄弟情长。
171,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,上帝之城,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund &nbsp... 2002 / 巴西 法国 / 犯罪 剧情,9.0,310509人评价,被上帝抛弃了的上帝之城。
172,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,风之谷,导演: 宫崎骏 Hayao Miyazaki 主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y... 1984 / 日本 / 动画 奇幻 冒险,8.9,367311人评价,动画片的圣经。
173,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,绿里奇迹,导演: 弗兰克·德拉邦特 Frank Darabont 主演: 汤姆·汉克斯 Tom Hanks / ... 1999 / 美国 / 犯罪 剧情 奇幻 悬疑,8.9,349345人评价,天使暂时离开。
174,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,爱在午夜降临前,导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ... 2013 / 美国 希腊 / 剧情 爱情,8.9,424253人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
175,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,海街日记,导演: 是枝裕和 Hirokazu Koreeda 主演: 绫濑遥 Haruka Ayase / 长泽雅美 M... 2015 / 日本 / 剧情 家庭,8.8,470151人评价,是枝裕和的家庭习作。
176,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,纵横四海,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung... 1991 / 中国香港 / 剧情 喜剧 动作 犯罪,8.8,442725人评价,香港浪漫主义警匪动作片的巅峰之作。
177,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595591069.jpg,心灵奇旅,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers 主演: 杰米·... 2020 / 美国 / 动画 奇幻 音乐,8.7,1031307人评价,
178,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,卢旺达饭店,导演: 特瑞·乔治 Terry George 主演: 唐·钱德尔 Don Cheadle / 苏菲·奥... 2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争,8.9,342435人评价,当这个世界闭上双眼，他却敞开了怀抱。
179,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,背靠背，脸对脸,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang 主演: 牛振华 Zhenhua N... 1994 / 中国大陆 中国香港 / 剧情,9.5,146747人评价,
180,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,疯狂的石头,导演: 宁浩 Hao Ning 主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin 2006 / 中国大陆 中国香港 / 喜剧 犯罪,8.6,857911人评价,中国版《两杆大烟枪》。
181,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,记忆碎片,导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 盖·皮尔斯 Guy Pearce /... 2000 / 美国 / 犯罪 剧情 悬疑 惊悚,8.7,625514人评价,一个针管引发的血案。
182,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,2001太空漫游,导演: 斯坦利·库布里克 Stanley Kubrick 主演: 凯尔·杜拉 Keir Dullea / ... 1968 / 英国 美国 / 科幻 惊悚 冒险,8.9,350304人评价,现代科幻电影的开山之作，最伟大导演的最伟大影片。
183,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,雨中曲,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly 主演: 吉恩·... 1952 / 美国 / 喜剧 歌舞 爱情,9.1,238781人评价,骨灰级歌舞片。
